Participant,StationName,Region,DispatchType,Category,Classification,FuelSource,FuelSourceDescriptor,TechnologyType,TechnologyTypeDescriptor,PhysicalUnitNumber,UnitSize,Aggregation,DUID,regcap,maxcap,maxroc
Stanwell Corporation Limited,Kareeya Power Station,QLD1,Generator,Market,Non-Scheduled,Hydro,Water,Renewable,Run of River,5,7,N,KAREEYA5,7,7,
Stanwell Corporation Limited,Mackay Gas Turbine,QLD1,Generator,Market,Scheduled,Fossil,Diesel,Combustion,Open Cycle Gas turbines (OCGT),1,30,N,MACKAYGT,30,34,16
Stanwell Corporation Limited,Stanwell Power Station,QLD1,Generator,Market,Scheduled,Fossil,Black Coal,Combustion,Steam Sub-Critical,1,350,N,STAN-1,350,385,6
Stanwell Corporation Limited,Stanwell Power Station,QLD1,Generator,Market,Scheduled,Fossil,Black Coal,Combustion,Steam Sub-Critical,2,350,N,STAN-2,350,385,6
Stanwell Corporation Limited,Stanwell Power Station,QLD1,Generator,Market,Scheduled,Fossil,Black Coal,Combustion,Steam Sub-Critical,3,350,N,STAN-3,350,385,6
Stanwell Corporation Limited,Stanwell Power Station,QLD1,Generator,Market,Scheduled,Fossil,Black Coal,Combustion,Steam Sub-Critical,4,350,N,STAN-4,350,385,6
Stanwell Corporation Limited,Swanbank B Power Station,QLD1,Generator,Market,Scheduled,Fossil,Black Coal,Combustion,Steam Sub-Critical,1,125,N,SWAN_B_1,125,125,25
Stanwell Corporation Limited,Swanbank B Power Station,QLD1,Generator,Market,Scheduled,Fossil,Black Coal,Combustion,Steam Sub-Critical,3,125,N,SWAN_B_3,125,125,25
Stanwell Corporation Limited,Swanbank E Gas Turbine,QLD1,Generator,Market,Scheduled,Fossil,Natural Gas,Combustion,Combined Cycle Gas Turbine (CCGT),1,385,N,SWAN_E,385,385,77
Stanwell Corporation Limited,Tarong North Power Station,QLD1,Generator,Market,Scheduled,Fossil,Black Coal,Combustion,Steam Super Critical,1,450,N,TNPS1,443,480,96
Stanwell Corporation Limited,Tarong Power Station,QLD1,Generator,Market,Non-Scheduled,Fossil,Natural Gas,Combustion,Open Cycle Gas turbines (OCGT),5,15,N,-,15,,
Stanwell Corporation Limited,Tarong Power Station,QLD1,Generator,Market,Scheduled,Fossil,Black Coal,Combustion,Steam Sub-Critical,1,350,N,TARONG#1,350,385,77
Stanwell Corporation Limited,Tarong Power Station,QLD1,Generator,Market,Scheduled,Fossil,Black Coal,Combustion,Steam Sub-Critical,2,350,N,TARONG#2,350,385,77
Stanwell Corporation Limited,Tarong Power Station,QLD1,Generator,Market,Scheduled,Fossil,Black Coal,Combustion,Steam Sub-Critical,3,350,N,TARONG#3,350,385,77
Stanwell Corporation Limited,Tarong Power Station,QLD1,Generator,Market,Scheduled,Fossil,Black Coal,Combustion,Steam Sub-Critical,4,350,N,TARONG#4,350,385,77
Stanwell Corporation Limited,Wivenhoe Small Hydro,QLD1,Generator,Market,Non-Scheduled,Hydro,Water,Renewable,Run of River,1,4.7,N,WIVENSH,4.7,5,
Starfish Hill Wind Farm Pty Ltd ,Starfish Hill Wind Farm,SA1,Generator,Market,Non-Scheduled,Wind,Wind,Renewable,Wind - Onshore,Jan-23,1.5,N,STARHLWF,34.5,35,
State Electricity Commission (Vic),Anglesea Power Station,VIC1,Generator,Market,Non-Scheduled,Fossil,Brown Coal,Combustion,Steam Sub-Critical,1,150,N,APS,150,160,4
Sucrogen Australia Pty Ltd,Victoria Mill ,QLD1,Generator,Non-Market,Non-Scheduled,Renewable/ Biomass / Waste,Bagasse,Combustion,Steam - Super heated,1,5,N,-,5,5,
Sucrogen Australia Pty Ltd,Victoria Mill ,QLD1,Generator,Non-Market,Non-Scheduled,Renewable/ Biomass / Waste,Bagasse,Combustion,Steam - Super heated,2,19,N,-,19,19,
Synergen Power Pty Ltd,Dry Creek Gas Turbine Station,SA1,Generator,Market,Scheduled,Fossil,Natural Gas,Combustion,Open Cycle Gas turbines (OCGT),1,52,N,DRYCGT1,52,57,12
Synergen Power Pty Ltd,Dry Creek Gas Turbine Station,SA1,Generator,Market,Scheduled,Fossil,Natural Gas,Combustion,Open Cycle Gas turbines (OCGT),2,52,N,DRYCGT2,52,57,12
Synergen Power Pty Ltd,Dry Creek Gas Turbine Station,SA1,Generator,Market,Scheduled,Fossil,Natural Gas,Combustion,Open Cycle Gas turbines (OCGT),3,52,N,DRYCGT3,52,57,12
Synergen Power Pty Ltd,Mintaro Gas Turbine Station,SA1,Generator,Market,Scheduled,Fossil,Natural Gas,Combustion,Open Cycle Gas turbines (OCGT),1,90,N,MINTARO,90,105,5
Synergen Power Pty Ltd,Port Lincoln Gas Turbine,SA1,Generator,Market,Scheduled,Fossil,Diesel,Combustion,Open Cycle Gas turbines (OCGT),1-Feb,25,Y,POR01,50,55,6
Synergen Power Pty Ltd,Port Lincoln Gas Turbine,SA1,Generator,Market,Scheduled,Fossil,Diesel,Combustion,Open Cycle Gas turbines (OCGT),3,23.5,N,POR03,23.5,23,5
Synergen Power Pty Ltd,Snuggery Power Station,SA1,Generator,Market,Scheduled,Fossil,Diesel,Combustion,Open Cycle Gas turbines (OCGT),1-Mar,21,Y,SNUG1,63,69,3
Toora Wind Farm Pty Ltd ,Toora Wind Farm,VIC1,Generator,Market,Non-Scheduled,Wind,Wind,Renewable,Wind - Onshore,1-Dec,1.75,Y,TOORAWF,21,21,
TRUenergy Pty Ltd,Hallett Power Station,SA1,Generator,Market,Scheduled,Fossil,Natural Gas / Diesel,Combustion,Combined Cycle Gas Turbine (CCGT),1-Apr,16.8,Y,AGLHAL,180,220,44
TRUenergy Pty Ltd,Hallett Power Station,SA1,Generator,Market,Scheduled,Fossil,Natural Gas / Diesel,Combustion,Combined Cycle Gas Turbine (CCGT),5-Jun,25.2,Y,AGLHAL,-,-,
TRUenergy Pty Ltd,Hallett Power Station,SA1,Generator,Market,Scheduled,Fossil,Natural Gas / Diesel,Combustion,Combined Cycle Gas Turbine (CCGT),7-Oct,16.8,Y,AGLHAL,-,-,
TRUenergy Pty Ltd,Hallett Power Station,SA1,Generator,Market,Scheduled,Fossil,Natural Gas / Diesel,Combustion,Combined Cycle Gas Turbine (CCGT),11-Dec,17.9,Y,AGLHAL,-,-,
TRUenergy Pty Ltd,Mornington Waste Disposal Facility,VIC1,Generator,Market,Non-Scheduled,Renewable/ Biomass / Waste,Landfill Methane / Landfill Gas,Combustion,Compression Reciprocating Engine,1,0.77,N,MORNW,1,1,
TRUenergy Pty Ltd,Mt Piper Power Station,NSW1,Generator,Market,Scheduled,Fossil,Black Coal,Combustion,Steam Sub-Critical,1,700,N,MP1,700,700,25
TRUenergy Pty Ltd,Mt Piper Power Station,NSW1,Generator,Market,Scheduled,Fossil,Black Coal,Combustion,Steam Sub-Critical,2,700,N,MP2,700,700,25
TRUenergy Pty Ltd,Tallawarra Power Station,NSW1,Generator,Market,Scheduled,Fossil,Natural Gas,Combustion,Combined Cycle Gas Turbine (CCGT),1,460,N,TALWA1,460,460,92
TRUenergy Pty Ltd,"Wallerawang ""C"" Power Station",NSW1,Generator,Market,Scheduled,Fossil,Black Coal,Combustion,Steam Sub-Critical,7,500,N,WW7,500,500,10
TRUenergy Pty Ltd,"Wallerawang ""C"" Power Station",NSW1,Generator,Market,Scheduled,Fossil,Black Coal,Combustion,Steam Sub-Critical,8,500,N,WW8,500,500,10
TRUenergy Pty Ltd,Waterloo Wind Farm,SA1,Generator,Market,Semi-Scheduled,Wind,Wind,Renewable,Wind - Onshore,Jan-37,3,N,WATERLWF,111,111,23
TRUenergy Pty Ltd,Woodlawn Bioreactor Energy Generation Station,NSW1,Generator,Market,Non-Scheduled,Renewable/ Biomass / Waste,Landfill Methane / Landfill Gas,Combustion,Compression Reciprocating Engine,1-Jun,1.065,N,WDLNGN01,7,7,
TRUenergy Pty Ltd,Wyndham Waste Disposal Facility,VIC1,Generator,Market,Non-Scheduled,Renewable/ Biomass / Waste,Landfill Methane / Landfill Gas,Combustion,Compression Reciprocating Engine,1,1,N,WYNDW,1,1,
TRUenergy Yallourn Pty Ltd,Longford Plant,VIC1,Generator,Market,Non-Scheduled,Fossil,Natural Gas,,,1-Jun,5.3,N,LONGFORD,31.8,31,
TRUenergy Yallourn Pty Ltd,Yallourn W Power Station,VIC1,Generator,Market,Scheduled,Fossil,Brown Coal,Combustion,Steam Sub-Critical,1,360,N,YWPS1,360,380,76
TRUenergy Yallourn Pty Ltd,Yallourn W Power Station,VIC1,Generator,Market,Scheduled,Fossil,Brown Coal,Combustion,Steam Sub-Critical,2,360,N,YWPS2,360,380,76
TRUenergy Yallourn Pty Ltd,Yallourn W Power Station,VIC1,Generator,Market,Scheduled,Fossil,Brown Coal,Combustion,Steam Sub-Critical,3,380,N,YWPS3,380,405,81
TRUenergy Yallourn Pty Ltd,Yallourn W Power Station,VIC1,Generator,Market,Scheduled,Fossil,Brown Coal,Combustion,Steam Sub-Critical,4,380,N,YWPS4,380,405,81
Valley Power Pty Ltd,Valley Power Peaking Facility,VIC1,Generator,Market,Scheduled,Fossil,Natural Gas,Combustion,Open Cycle Gas turbines (OCGT),1-Jun,50,Y,VPGS,300,390,78
Veolia Environmental Services (Australia) Pty Ltd,Veolia Ti Tree Bio Reactor,QLD1,Generator,Market,Non-Scheduled,Renewable/ Biomass / Waste,Landfill Methane / Landfill Gas,Combustion,Compression Reciprocating Engine,1-Feb,1,Y,TITREE,2,2,
Windy Hill Wind Farm Pty Ltd ,Windy Hill Wind Farm,QLD1,Generator,Market,Non-Scheduled,Wind,Wind,Renewable,Wind - Onshore,Jan-20,0.6,Y,WHILL1,12,12,
Woodlawn Wind Pty Ltd,Woodlawn Wind Farm,NSW1,Generator,Market,Semi-Scheduled,Wind,Wind,Renewable,Wind - Onshore,Jan-23,2.1,N,WOODLWN1,48,48,1
